ticker,name,exchange,country,region,currency,sector,industry,asset_type,is_active,market_cap,price,avg_volume_30d,avg_volume_90d,data_source,last_updated,isin,figi,cusip,ipo_date,shares_outstanding,free_float,primary_listing,adr_flag,otc_flag,etf_flag,fund_flag,preferred_flag,warrant_flag,spac_flag,duplicate_group,dollar_volume_90d,universe_validation_status,universe_validation_date,stage1_status,stage1_primary_reason,stage1_all_reasons,yf_success,yf_error,financial_data_date,quote_type,sector_yf,industry_yf,country_yf,revenue_ttm,operating_margin,fcf_margin,net_debt_to_ebitda,shares_dilution_3y,revenue_growth_1y,gross_margin,net_margin,ebitda,free_cash_flow,total_debt,cash,net_debt,debt_to_equity,current_ratio,interest_coverage,pe_ratio,forward_pe,ev_ebitda,price_sales,fcf_yield,shares_outstanding_fund,float_shares,market_cap_yf,special_case,data_completeness_score,revenue_growth_3y,stage2_status,stage2_primary_reason,stage2_all_reasons,price_change_6m,price_change_12m,relative_strength_6m,drawdown_from_52w_high,business_quality_score,financial_health_score,growth_score,valuation_score,risk_score,moat_proxy_score,momentum_score,liquidity_score,data_quality_score,final_stage3_score,stage3_status,stage3_category,stage3_primary_reason,stage3_all_reasons
ACGL,Arch Capital Group Ltd. - Common Stock,NASDAQ,USA,North America,USD,Financial Services,Insurance - Diversified,common_stock,True,31860838400.0,91.19,2203426.0,2203426.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,200930416.94,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Financial Services,Insurance - Diversified,Bermuda,19776999424.0,0.25282,0.266780873624199,-0.1512633558895802,,-0.033,0.39369,0.24635,5896999936.0,5276125184.0,2728999936.0,3620999936.0,-892000000.0,11.282,0.566,,6.893077,9.021789,5.277,1.5830916,0.1685189096635218,349389588.0,336711541.0,31308802048.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,7.05,2.5,0.28,10.0,0.32,4.63,5.0,10.0,8.46,53.52,WATCHLIST,🟡 Interesante con condiciones,FINAL_SCORE_WATCHLIST_RANGE,FINAL_SCORE_WATCHLIST_RANGE
ALAB,"Astera Labs, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Semiconductors,common_stock,True,54346600448.0,317.06,5597415.0,5597415.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,1774716399.9,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Semiconductors,United States,1001443968.0,0.20052,0.2396588203325221,-4.895876012455848,,0.934,0.75988996,0.26724002,233384992.0,240004880.0,41850000.0,1184473984.0,-1142623984.0,2.801,11.3,,232.43623,82.328384,249.464,59.278114,0.0040429562831239,171407939.0,153435817.0,59363708928.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,8.16,5.0,5.0,0.0,0.32,5.75,5.0,10.0,8.46,53.25,WATCHLIST,🟡 Interesante con condiciones,FINAL_SCORE_WATCHLIST_RANGE,FINAL_SCORE_WATCHLIST_RANGE
ADP,"Automatic Data Processing, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,92718366720.0,231.95,3341206.0,3341206.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,774992731.6999999,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Software - Application,United States,21600399360.0,0.30184,0.2198749747560223,0.1844824078787222,,0.07,0.48497,0.20118,6339899904.0,4749387264.0,4398000128.0,3228400128.0,1169600000.0,69.259,1.043,,21.368937,18.78674,14.628,4.239233,0.0518666869239511,399734282.0,398834880.0,91569127424.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,7.09,2.91,2.0,6.47,0.4,5.11,5.0,10.0,8.46,52.18,WATCHLIST,🟡 Interesante con condiciones,FINAL_SCORE_WATCHLIST_RANGE,FINAL_SCORE_WATCHLIST_RANGE
BSY,"Bentley Systems, Incorporated - Class B Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,10004024320.0,32.93,2518531.0,2518531.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,82935225.83,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Software - Application,United States,1555417984.0,0.30633,0.2689560878833197,2.382635829142271,,0.145,0.81635004,0.18122,445055008.0,418339136.0,1165563008.0,105159000.0,1060404008.0,95.079,0.515,,37.95402,20.887497,25.613,6.4493055,0.0417031070339525,292281547.0,159340048.0,10031366144.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,8.44,1.31,3.25,3.52,1.31,6.88,5.0,10.0,8.46,52.12,WATCHLIST,🟡 Interesante con condiciones,FINAL_SCORE_WATCHLIST_RANGE,FINAL_SCORE_WATCHLIST_RANGE
AVPT,"AvePoint, Inc. - Class A Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,2277064704.0,10.74,1804987.0,1804987.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,19385560.38,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Software - Infrastructure,United States,443675008.0,0.10855,0.2065461753482405,-8.559727678209391,,0.26,0.7368,0.10505,49324000.0,91639376.0,22007000.0,444207008.0,-422200008.0,5.015,2.16,,53.4,21.4682,37.348,5.103609,0.0404706103711967,212017196.0,142617607.0,2264343808.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,5.87,5.0,5.0,2.71,0.32,4.64,5.0,3.82,8.46,51.07,WATCHLIST,🟡 Interesante con condiciones,FINAL_SCORE_WATCHLIST_RANGE,FINAL_SCORE_WATCHLIST_RANGE
APPF,"AppFolio, Inc. - Class A Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,5902753280.0,166.94,362128.0,362128.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,60453648.32,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Software - Application,United States,995334016.0,0.19354,0.1784448769406872,-0.6262984412718872,,0.204,0.63749003,0.15268,183098000.0,177612256.0,36979000.0,151652992.0,-114673992.0,7.864,3.523,,39.261906,20.048485,31.218,5.857955,0.0304619756280617,24028908.0,22906318.0,5830621696.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,6.33,5.0,4.23,2.7,0.46,4.62,5.0,10.0,8.46,50.72,WATCHLIST,🟡 Interesante con condiciones,FINAL_SCORE_WATCHLIST_RANGE,FINAL_SCORE_WATCHLIST_RANGE
ARM,Arm Holdings plc - American Depositary Shares,NASDAQ,USA,North America,USD,Technology,Semiconductors,common_stock,True,366276247552.0,342.93,9836884.0,9836884.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,3373362630.12,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Semiconductors,United Kingdom,4920000000.0,0.2953,0.152540643902439,-2.9210104654152955,,0.201,0.97541,0.18374,1064700032.0,750499968.0,491000000.0,3600999936.0,-3109999936.0,5.926,5.996,,398.14944,113.1609,344.568,75.197525,0.0020285327751233,1068078760.0,142609876.0,369971822592.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,7.41,5.0,4.18,0.0,0.62,5.82,5.0,10.0,8.46,50.47,WATCHLIST,🟡 Interesante con condiciones,FINAL_SCORE_WATCHLIST_RANGE,FINAL_SCORE_WATCHLIST_RANGE
AAPL,Apple Inc. - Common Stock,NASDAQ,USA,North America,USD,Technology,Consumer Electronics,common_stock,True,4514011676672.0,307.34,44645993.0,44645993.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,13721499488.62,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Consumer Electronics,United States,451442016256.0,0.32275,0.2239285284218523,0.1012901775472749,,0.166,0.47862,0.27152002,159975997440.0,101090746368.0,84710998016.0,68507000832.0,16203997184.0,79.548,1.07,,36.506054,31.37783,27.786,9.810397,0.022825633908601,14687356000.0,14662534368.0,4428825362432.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,7.83,3.01,3.6,2.34,0.36,5.28,5.0,10.0,8.46,50.29,WATCHLIST,🟡 Interesante con condiciones,FINAL_SCORE_WATCHLIST_RANGE,FINAL_SCORE_WATCHLIST_RANGE
ABNB,"Airbnb, Inc. - Class A Common Stock",NASDAQ,USA,North America,USD,Consumer Cyclical,Travel Services,common_stock,True,79256641536.0,133.54,3691225.0,3691225.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,492926186.5,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Consumer Cyclical,Travel Services,United States,12647000064.0,0.03211,0.252312805238553,-3.6162656863531866,,0.179,0.82913,0.19902,2619000064.0,3191000064.0,2534000128.0,12005000192.0,-9471000064.0,33.185,1.442,,33.19259,22.274359,26.848,6.3086,0.0399950566582229,417930233.0,402135196.0,79784861696.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,6.49,3.84,3.82,3.7,0.32,4.6,5.0,10.0,8.46,50.22,WATCHLIST,🟡 Interesante con condiciones,FINAL_SCORE_WATCHLIST_RANGE,FINAL_SCORE_WATCHLIST_RANGE
APEI,"American Public Education, Inc. - Common Stock",NASDAQ,USA,North America,USD,Consumer Defensive,Education & Training Services,common_stock,True,965784640.0,52.65,344641.0,344641.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,18145348.65,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Consumer Defensive,Education & Training Services,United States,659049024.0,0.12474,0.1550525746624882,-0.8226873941819302,,0.062,0.5498,0.061290003,77964000.0,102187248.0,153458000.0,217598000.0,-64140000.0,50.123,2.984,,26.865284,13.753315,11.377,1.4431549,0.1074400089468532,18343488.0,14179700.0,951109824.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,4.44,5.0,1.87,8.24,0.6,3.41,5.0,3.56,8.46,49.82,WATCHLIST,🟡 Interesante con condiciones,FINAL_SCORE_WATCHLIST_RANGE,FINAL_SCORE_WATCHLIST_RANGE
ASML,ASML Holding N.V. - New York Registry Shares,NASDAQ,USA,North America,USD,Technology,Semiconductor Equipment & Materials,common_stock,True,632755585024.0,1641.74,1702714.0,1702714.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,2795413682.36,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Semiconductor Equipment & Materials,Netherlands,33692700672.0,0.36020002,0.2446605522142217,-0.4463571566228119,,0.132,0.52603,0.29713,12704400384.0,8243274752.0,2705600000.0,8376300032.0,-5670700032.0,12.989,1.36,,58.830814,36.61648,52.612,20.007624,0.0122283659473605,385417665.0,385268964.0,674110898176.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,8.65,3.67,3.03,0.0,0.32,5.92,5.0,10.0,8.46,49.53,WATCHLIST,🟡 Interesante con condiciones,FINAL_SCORE_WATCHLIST_RANGE,FINAL_SCORE_WATCHLIST_RANGE
ASND,Ascendis Pharma A/S - Ordinary Share,NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,13001548800.0,210.45,634825.0,634825.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,133598921.25,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,Denmark,865779008.0,0.10062,0.1365592453819347,-31.674885758998435,,1.443,0.89037,0.57281,-10224000.0,118230128.0,896664000.0,572819968.0,323844032.0,183.753,0.996,,23.602064,18.961256,-1281.987,14.686069,0.009298556713298,61779750.0,62106626.0,12714890240.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,6.86,2.91,5.0,3.02,0.72,4.06,5.0,10.0,8.46,49.3,WATCHLIST,🟡 Interesante con condiciones,FINAL_SCORE_WATCHLIST_RANGE,FINAL_SCORE_WATCHLIST_RANGE
ALRM,"Alarm.com Holdings, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,2244026624.0,45.37,469893.0,469893.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,21319045.41,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Software - Application,United States,1037558016.0,0.12246,0.0862387939953036,0.4212963305694773,,0.11,0.65826,0.12357,159935008.0,89477752.0,566729024.0,499348992.0,67380032.0,62.706,5.159,,18.626554,15.151669,14.579,2.1399148,0.0403001073966293,49460583.0,46893084.0,2220285696.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,4.91,4.79,2.67,6.61,1.21,3.36,5.0,4.21,8.46,48.82,WATCHLIST,🟡 Interesante con condiciones,FINAL_SCORE_WATCHLIST_RANGE,FINAL_SCORE_WATCHLIST_RANGE
ALGN,"Align Technology, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Medical Instruments & Supplies,common_stock,True,12013224960.0,167.74,1150501.0,1150501.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,192985037.74,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Medical Instruments & Supplies,United States,4095789056.0,0.16594,0.1315940583440047,-1.0598951368736915,,0.062,0.70147,0.10496,890456000.0,538981504.0,116044000.0,1059833984.0,-943789984.0,2.797,1.393,,28.915968,13.90548,12.778,3.0084312,0.0437417545180566,71618127.0,67023824.0,12321899520.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,5.66,3.74,1.87,6.04,0.75,4.32,5.0,10.0,8.46,48.36,WATCHLIST,🟡 Interesante con condiciones,FINAL_SCORE_WATCHLIST_RANGE,FINAL_SCORE_WATCHLIST_RANGE
